pathway,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,p_value,padj,qvalue,geneID,Count,rank,cancer,method,relative_rank
DING_LUNG_CANCER_MUTATED_FREQUENTLY,DING_LUNG_CANCER_MUTATED_FREQUENTLY,3/3295,12/14741,0.25,1.11843702579666,0.220212042551394,0.523394193282842,0.99998830314862,0.951986449409876,FYN/STK11/IRAK2,3,254,LUSC,TG_ORA,0.48565965583174
KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG_NON_SMALL_CELL_LUNG_CANCER,12/3295,54/14741,0.222222222222222,0.994166245152588,-0.0230424199639058,0.562356271958815,0.99998830314862,0.951986449409876,CASP9/CDKN2A/E2F1/E2F3/EGFR/HRAS/MAP2K2/PIK3CG/RASSF1/RASSF5/TGFA/E2F2,12,267,LUSC,TG_ORA,0.5105162523900574
INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP,INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP,3/3295,14/14741,0.214285714285714,0.95866030782571,-0.0830278311233792,0.636052649662844,0.99998830314862,0.951986449409876,CPSF2/PA2G4/PRORP,3,303,LUSC,TG_ORA,0.5793499043977055
TOMIDA_LUNG_CANCER_POOR_SURVIVAL,TOMIDA_LUNG_CANCER_POOR_SURVIVAL,1/3295,5/14741,0.2,0.894749620637329,-0.126289849603701,0.717805110294408,0.99998830314862,0.951986449409876,TYMS,1,338,LUSC,TG_ORA,0.6462715105162524
CHEN_LUNG_CANCER_SURVIVAL,CHEN_LUNG_CANCER_SURVIVAL,5/3295,28/14741,0.178571428571429,0.798883589854758,-0.571512175493842,0.782927577007264,0.99998830314862,0.951986449409876,CALU/GRK4/SOD2/EPHX1/ATP5F1D,5,379,LUSC,TG_ORA,0.7246653919694073
INAMURA_LUNG_CANCER_SCC_DN,INAMURA_LUNG_CANCER_SCC_DN,2/3295,13/14741,0.153846153846154,0.688268938951792,-0.603294611922196,0.823257901682444,0.99998830314862,0.951986449409876,ADARB1/PHACTR2,2,397,LUSC,TG_ORA,0.7590822179732314
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,14/3295,76/14741,0.184210526315789,0.824111492692277,-0.824807888992488,0.831877620275317,0.99998830314862,0.951986449409876,ALDOA/C2/CDC25B/CHAF1A/CYTIP/IGFBP4/PSMB5/PSMB6/TALDO1/TIMP2/VCAM1/NPC2/AGRN/TUT1,14,406,LUSC,TG_ORA,0.7762906309751434
LI_LUNG_CANCER,LI_LUNG_CANCER,7/3295,41/14741,0.170731707317073,0.763810651763574,-0.812537005336612,0.841759975182212,0.99998830314862,0.951986449409876,CDC25B/CDC42/EEF1G/HP/KIF11/PSMB6/HAP1,7,411,LUSC,TG_ORA,0.7858508604206501
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN,STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN,11/3295,63/14741,0.174603174603175,0.781130621191319,-0.93405278308953,0.862677318499512,0.99998830314862,0.951986449409876,ATG7/AXIN2/BASP1/CFL1/CTSS/PTGDR2/SMAP2/SND1/SOCS3/ADAM15/TLE5,11,416,LUSC,TG_ORA,0.7954110898661568
YANAGISAWA_LUNG_CANCER_RECURRENCE,YANAGISAWA_LUNG_CANCER_RECURRENCE,1/3295,9/14741,0.111111111111111,0.497083122576294,-0.809722468565345,0.897473602038819,0.99998830314862,0.951986449409876,H2AC8,1,437,LUSC,TG_ORA,0.8355640535372849
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12,SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12,61/3295,317/14741,0.192429022082019,0.860878972537493,-1.34347358269194,0.922901464597743,0.99998830314862,0.951986449409876,ADORA3/ARHGAP17/BASP1/C21orf91/CACNA1A/CAMKMT/CD38/CDC42EP2/COMMD3/CSNK2A1/CYTIP/DLG4/ELF5/FKBP11/GJA3/GRWD1/HES2/IRF4/MAP2K7/MAST1/MAVS/NOS1/NXPH3/OGFRL1/ORAI2/OXCT1/PAK3/PAX5/PCYT1B/PDK1/PTGDR2/PTPN2/RHOH/RHOQ/SH3BP2/SH3D21/SKAP1/SLC12A3/SLC1A1/SLC38A7/SOD2/TFAP2A/TPP1/TXNDC5/VCPIP1/ZBP1/ZBTB25/ZC3H13/ZNF473/PRMT2/VPS13D/KAT6B/ZFYVE9/PROZ/FFAR2/NANS/THRA/TENT5C/DIPK1A/ARHGAP45/DCAF1,61,455,LUSC,TG_ORA,0.869980879541109
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM,10/3295,67/14741,0.149253731343284,0.667723597490544,-1.46255505836438,0.951945836421757,0.99998830314862,0.951986449409876,ACTC1/ALDOA/C2/EEF2/IGFBP4/SERPINC1/TPM3/VCAM1/VCP/A2M,10,473,LUSC,TG_ORA,0.904397705544933
SPIRA_SMOKERS_LUNG_CANCER_UP,SPIRA_SMOKERS_LUNG_CANCER_UP,5/3295,39/14741,0.128205128205128,0.573557449126493,-1.43071854747603,0.955770281878258,0.99998830314862,0.951986449409876,ARL6IP5/PLA2G4A/PPBP/SLC39A8/SLC4A4,5,476,LUSC,TG_ORA,0.9101338432122371
INAMURA_LUNG_CANCER_SCC_UP,INAMURA_LUNG_CANCER_SCC_UP,1/3295,13/14741,0.0769230769230769,0.344134469475896,-1.26929969500054,0.962761997601523,0.99998830314862,0.951986449409876,SLC2A1,1,479,LUSC,TG_ORA,0.9158699808795411
NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS,NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS,1/3295,13/14741,0.0769230769230769,0.344134469475896,-1.26929969500054,0.962761997601523,0.99998830314862,0.951986449409876,MUC4,1,479,LUSC,TG_ORA,0.9158699808795411
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,18/3295,131/14741,0.137404580152672,0.614713479827173,-2.37653347032185,0.995442354339809,0.99998830314862,0.951986449409876,ALDOA/C2/CHAF1A/CYTIP/EEF2/MTAP/PSMA1/PSMB5/PSMB6/QSOX1/SERPINC1/TIMP2/UBA52/VCAM1/VCP/YWHAQ/NPC2/AGRN,18,513,LUSC,TG_ORA,0.9808795411089866
WP_T_CELL_MODULATION_AND_DESMOPLASIA_IN_PANCREATIC_CANCER,WP_T_CELL_MODULATION_AND_DESMOPLASIA_IN_PANCREATIC_CANCER,7/1000,55/14741,0.127272727272727,1.87612727272727,1.75604788501115,0.0770092981753249,0.745515546165379,0.727837039865333,CD274/ENTPD1/FAS/PDCD1LG2/PVR/TNFSF9/IDO1,7,47,PAAD,TG_ORA,0.10329670329670329
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY,WP_PANCREATIC_ADENOCARCINOMA_PATHWAY,9/1000,89/14741,0.101123595505618,1.49066292134831,1.25247584968374,0.148703568769626,0.822024791224388,0.802532011328379,CDKN2A/DDB2/E2F3/GADD45B/MAPK9/PAK3/RALBP1/RELA/TGFBR1,9,78,PAAD,TG_ORA,0.17142857142857143
HP_PANCREATIC_ADENOCARCINOMA,HP_PANCREATIC_ADENOCARCINOMA,4/1000,33/14741,0.121212121212121,1.78678787878788,1.22061131598604,0.182591838593625,0.822024791224388,0.802532011328379,CDKN2A/MUTYH/PALB2/STK11,4,94,PAAD,TG_ORA,0.20659340659340658
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN,AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN,20/1000,237/14741,0.0843881856540084,1.24396624472574,1.0214087894593,0.184097502267254,0.822024791224388,0.802532011328379,APOL3/GOSR2/HAUS6/HEBP2/JOSD1/KITLG/KLHL9/LRP2BP/MTAP/NFIB/PATZ1/PDCD1LG2/PHC2/PSIP1/RPS6/RRAGA/SEC14L2/SMARCA2/SNAPC3/VLDLR,20,99,PAAD,TG_ORA,0.2175824175824176
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1,SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1,33/1000,423/14741,0.0780141843971631,1.15000709219858,0.84446250106044,0.224105376240482,0.83219425561748706,0.812460325900704,AP4S1/AQP3/BST2/CACNA1A/CD200/CHAC1/CYP3A5/ELF5/ENOSF1/FGFR3/GLDC/HNF4A/KMT2A/MR1/PDK1/PER1/PLAT/PMAIP1/PML/PRMT7/PYCARD/RAB31/SMARCA2/TAP2/TRIM36/UCHL1/ZNF780B/USP29/LAT/ANKRD26/JHY/H2AC8/CEP162,33,122,PAAD,TG_ORA,0.2681318681318681
GRUETZMANN_PANCREATIC_CANCER_UP,GRUETZMANN_PANCREATIC_CANCER_UP,28/1000,359/14741,0.0779944289693593,1.14971587743733,0.774720439163398,0.246769514137361,0.836070338692639,0.816244494917973,AFAP1/ATF3/BST2/BZW1/C2/CBFB/CFLAR/CSNK1A1/CYTH1/DNAJA1/ENTPD1/FLAD1/GPX4/HMGN4/IFITM2/MELK/MFSD10/MYL12A/PLAT/RAB31/RALBP1/SCNN1A/SLC2A1/TRIP10/USP14/CELF2/SEPTIN8/SUSD6,28,132,PAAD,TG_ORA,0.29010989010989013
GRUETZMANN_PANCREATIC_CANCER_DN,GRUETZMANN_PANCREATIC_CANCER_DN,16/1000,200/14741,0.08,1.17928,0.688635291862563,0.282706392452214,0.857746267858411,0.837406419979756,CACNA2D1/DAP/GTF3C1/HNF1B/HTT/INSR/KANK1/KCNJ15/LSS/MAPK9/NF2/NFIB/PPP2R1B/SSR1/TMED10/ABCA3,16,148,PAAD,TG_ORA,0.3252747252747253
WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER,WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER,4/1000,42/14741,0.0952380952380952,1.40390476190476,0.707130053745205,0.317653262229813,0.882382397633917,0.861458350032418,CARM1/HK2/PDHX/SLC2A1,4,161,PAAD,TG_ORA,0.35384615384615387
KEGG_PANCREATIC_CANCER,KEGG_PANCREATIC_CANCER,6/1000,70/14741,0.0857142857142857,1.26351428571429,0.596160088520695,0.338253179004608,0.882382397633917,0.861458350032418,CDKN2A/E2F3/MAPK9/RALBP1/RELA/TGFBR1,6,170,PAAD,TG_ORA,0.37362637362637363
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER,SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER,4/1000,47/14741,0.0851063829787234,1.25455319148936,0.471516646331659,0.396351716252601,0.882382397633917,0.861458350032418,ATF3/GADD45B/HPSE/PER1,4,198,PAAD,TG_ORA,0.4351648351648352
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP,AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP,22/1000,304/14741,0.0723684210526316,1.06678289473684,0.317397224961997,0.408018332985377,0.89685189134467,0.875584726772587,AP4S1/CDKN2A/CEP72/CLTA/CREB3/CYP3A5/DBP/GIPR/LPCAT1/MTAP/OPA3/RGP1/RNF38/SMARCE1/STAT5B/TLN1/TPM2/ZNF573/ICE1/TRRAP/ZC3H3/NSD3,22,207,PAAD,TG_ORA,0.45494505494505494
WP_PANCREATIC_CANCER_SUBTYPES,WP_PANCREATIC_CANCER_SUBTYPES,4/1000,48/14741,0.0833333333333333,1.22841666666667,0.427595120717041,0.411988936476,0.90122579854125,0.879854914943685,CEACAM6/CYP3A7/KRT20/SLC2A1,4,208,PAAD,TG_ORA,0.45714285714285713
KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION,KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION,3/1000,35/14741,0.0857142857142857,1.26351428571429,0.421046903329172,0.427083211737406,0.903802140441035,0.882370163715713,SAMD4B/ZFP36/ZNF780B,3,210,PAAD,TG_ORA,0.46153846153846156
WP_CELL_INTERACTIONS_IN_PANCREATIC_CANCER_MICROENVIRONMENT,WP_CELL_INTERACTIONS_IN_PANCREATIC_CANCER_MICROENVIRONMENT,2/1000,27/14741,0.0740740740740741,1.09192592592593,0.128971601048267,0.555294250041169,0.940612975112615,0.918308098317001,FAS/IFITM2,2,265,PAAD,TG_ORA,0.5824175824175825
WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,2/1000,28/14741,0.0714285714285714,1.05292857142857,0.0756237383787117,0.575316681072416,0.940612975112615,0.918308098317001,MICB/PVR,2,271,PAAD,TG_ORA,0.5956043956043956
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2,SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2,3/1000,47/14741,0.0638297872340425,0.940914893617021,-0.109445146009948,0.626816424339478,0.940612975112615,0.918308098317001,BST2/PLAT/UCHL1,3,300,PAAD,TG_ORA,0.6593406593406593
SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER,SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER,3/1000,47/14741,0.0638297872340425,0.940914893617021,-0.109445146009948,0.626816424339478,0.940612975112615,0.918308098317001,BST2/CDKN2A/UCHL1,3,300,PAAD,TG_ORA,0.6593406593406593
WP_TARGETING_YAP_IN_PANCREATIC_DUCTAL_ADENOCARCINOMA_PDAC,WP_TARGETING_YAP_IN_PANCREATIC_DUCTAL_ADENOCARCINOMA_PDAC,1/1000,26/14741,0.0384615384615385,0.566961538461538,-0.596173384980902,0.839276799443837,0.982758200018531,0.959453928068988,PRKAA1,1,386,PAAD,TG_ORA,0.8483516483516483
WP_NRP1TRIGGERED_SIGNALING_IN_PANCREATIC_CANCER,WP_NRP1TRIGGERED_SIGNALING_IN_PANCREATIC_CANCER,2/1000,54/14741,0.037037037037037,0.545962962962963,-0.901698163858307,0.889431593623835,0.99495655292802,0.971363019862636,RELA/TGFBR1,2,404,PAAD,TG_ORA,0.8879120879120879
HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER,HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER,2/1000,57/14741,0.0350877192982456,0.517228070175439,-0.985137435099709,0.906532449718877,0.99495655292802,0.971363019862636,ATAT1/TMTC1,2,410,PAAD,TG_ORA,0.9010989010989011
WALLACE_PROSTATE_CANCER_UP,WALLACE_PROSTATE_CANCER_UP,7/2436,20/14741,0.35,2.11795977011494,2.22596889789325,0.0355186281753738,0.426223538104486,0.405181902808426,AHCY/AMACR/BDH1/DAP/PRSS8/SOX4/POLD2,7,42,PRAD,TG_ORA,0.08139534883720931
WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER,WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER,26/2436,114/14741,0.228070175438596,1.38012416097716,1.81278727621943,0.0501234655573743,0.490731820313702,0.466505565618493,ABCC4/AR/ARID1A/ATM/BAX/BLM/BRCA1/CASP3/CDC25B/CDKN2A/CDKN2B/CRK/DOCK1/FKBP5/GAB1/KLK2/MAPK14/MSH6/PLK1/PTPN11/RAP1A/RICTOR/RPTOR/SOS1/SP1/MTOR,26,51,PRAD,TG_ORA,0.09883720930232558
TOMLINS_PROSTATE_CANCER_UP,TOMLINS_PROSTATE_CANCER_UP,11/2436,40/14741,0.275,1.66411124794746,1.87130236934348,0.0551597782523154,0.490731820313702,0.466505565618493,AMACR/BDH1/BICD1/EEF2/EIF4A1/MCCC2/PAICS/RAB11A/SOX4/TRIM27/ZNF652,11,57,PRAD,TG_ORA,0.11046511627906977
WALLACE_PROSTATE_CANCER_DN,WALLACE_PROSTATE_CANCER_DN,3/2436,6/14741,0.5,3.02565681444992,2.20807082333097,0.0608926794666782,0.507083158120984,0.482049677038716,AKAP12/CAV2/GPM6B,3,61,PRAD,TG_ORA,0.1182170542635659
WALLACE_PROSTATE_CANCER_RACE_DN,WALLACE_PROSTATE_CANCER_RACE_DN,20/2436,88/14741,0.227272727272727,1.37529855202269,1.57109166578873,0.0806752438892898,0.565357184107449,0.537446853925074,ARL17A/ARL17B/CELF1/ENOSF1/GPATCH2/GTF2F1/LIMCH1/NQO1/PATZ1/PCGF3/PCLO/PYGL/RABEP1/RABIF/SLC29A2/VPS53/ZNF322/ZNF654/ELOVL6/RETREG1,20,69,PRAD,TG_ORA,0.13372093023255813
OUYANG_PROSTATE_CANCER_PROGRESSION_DN,OUYANG_PROSTATE_CANCER_PROGRESSION_DN,6/2436,21/14741,0.285714285714286,1.72894675111424,1.48729843773718,0.119447015316085,0.677303954979119,0.643867080824703,ARFIP2/ARL3/DIRAS1/MAP2K3/PTPN11/RABL6,6,90,PRAD,TG_ORA,0.1744186046511628
WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,8/2436,31/14741,0.258064516129032,1.56162932358705,1.39274260191379,0.12699113600845,0.697100278514472,0.662686107278139,ATM/BAX/CASP3/CYS1/DDB2/PMAIP1/SHISA5/TNFRSF10B,8,94,PRAD,TG_ORA,0.1821705426356589
HP_PROSTATE_CANCER,HP_PROSTATE_CANCER,8/2436,33/14741,0.242424242424242,1.46698512215754,1.19489509538445,0.166617055130487,0.77482837131251,0.736576950288923,AR/BRCA1/BRIP1/CDKN2A/EPHB2/PALB2/ZFHX3/NTHL1,8,109,PRAD,TG_ORA,0.21124031007751937
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN,2/2436,5/14741,0.4,2.42052545155993,1.41348365179159,0.193501141911649,0.840596997890906,0.799098737285113,ID4/SCNN1A,2,118,PRAD,TG_ORA,0.22868217054263565
TOMLINS_PROSTATE_CANCER_DN,TOMLINS_PROSTATE_CANCER_DN,9/2436,40/14741,0.225,1.36154556650246,1.01874659902646,0.205188008389494,0.859932247244015,0.817479451684437,AKAP12/DST/HMGN4/RBPMS/TACC1/TGFB1I1/TPM2/CNN1/DENND2B,9,122,PRAD,TG_ORA,0.2364341085271318
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_UP,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_UP,2/2436,6/14741,0.333333333333333,2.01710454296661,1.10869662105712,0.259805373134134,0.905043931163253,0.860364079808396,CSNK1A1/FBLN1,2,145,PRAD,TG_ORA,0.2810077519379845
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_UP,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_UP,3/2436,11/14741,0.272727272727273,1.65035826242723,0.960050782556777,0.268675632222054,0.905043931163253,0.860364079808396,NAV1/NCOA6/CAVIN2,3,149,PRAD,TG_ORA,0.28875968992248063
WP_PI3KAKTMTOR_SIGNALING_AND_THERAPEUTIC_OPPORTUNITIES_IN_PROSTATE_CANCER,WP_PI3KAKTMTOR_SIGNALING_AND_THERAPEUTIC_OPPORTUNITIES_IN_PROSTATE_CANCER,7/2436,32/14741,0.21875,1.32372485632184,0.815654124637346,0.270110010463451,0.905043931163253,0.860364079808396,MLST8/PDK1/PIK3CG/RICTOR/RPTOR/TFEB/MTOR,7,154,PRAD,TG_ORA,0.29844961240310075
LIU_PROSTATE_CANCER_DN,LIU_PROSTATE_CANCER_DN,87/2436,495/14741,0.175757575757576,1.06356421356421,0.640052181781503,0.27860643249314,0.919199168755694,0.873820507221856,ACACB/AKAP12/AOC3/AQP3/BTN2A1/C1R/CAV2/CERK/CFD/CLIC4/COL27A1/CYP3A5/CYP3A7/CYS1/DDB2/DDR2/DKK3/DMKN/DOK4/DSE/DST/EHD2/ENO2/EPB41L3/FCHSD2/FOXQ1/FYN/GJC1/GNAL/GPLD1/GPM6B/ID4/IL33/ITGA1/JAZF1/KITLG/KLF11/LAYN/MAP1B/MECOM/MFSD2A/MR1/MRAS/MXRA7/NNT/PCDH7/PDLIM4/PLLP/PRRT2/RAP1A/RBP4/RBPMS/SH3PXD2A/SH3PXD2B/SLC47A1/SLMAP/SSX2IP/STARD4/SYNGR1/TACC1/TBC1D1/TGFB1I1/TIMP2/TNS4/TPM2/TTLL3/TUB/TUBB6/UBE2QL1/WFS1/WNT2B/ZBTB47/ZNF827/ETS2/PER3/SLC4A11/ADAMTS5/CCDC136/KSR1/MUC4/ANK2/C1S/C1QTNF1/AOPEP/OTULIN/DENND2B/NEMP1,87,155,PRAD,TG_ORA,0.3003875968992248
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN,7/2436,33/14741,0.212121212121212,1.28361198188784,0.725690284487749,0.297973498437711,0.932523436948484,0.886486988204801,CDC37L1/CSNK1A1/GCC2/LRPAP1/PRPF40A/SMARCA2/SSR1,7,164,PRAD,TG_ORA,0.3178294573643411
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP,SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP,13/2436,67/14741,0.194029850746269,1.1741354802343,0.635619169700175,0.308947819821355,0.937747500163643,0.89145315193035,BMPR1B/EIF5/GHR/MAP7/PCDHGB7/PSMD13/SAFB/SH3YL1/UBE2G1/XRCC5/ZNF3/MOK/KCNN2,13,170,PRAD,TG_ORA,0.32945736434108525
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_UP,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_UP,2/2436,7/14741,0.285714285714286,1.72894675111424,0.858284098987849,0.326227498544474,0.946206849070318,0.899494883041143,DAB2/FBLN1,2,175,PRAD,TG_ORA,0.3391472868217054
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_UP,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_UP,3/2436,14/14741,0.214285714285714,1.29671006333568,0.494180637638566,0.41477002697655,0.999915943571936,0.95055248817732,PRPF40A/SMARCA2/CHD4,3,204,PRAD,TG_ORA,0.3953488372093023
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN,SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN,4/2436,20/14741,0.2,1.21026272577997,0.418653962766784,0.426613350266304,0.999915943571936,0.95055248817732,AQP2/CSDC2/FOXF2/KLHL21,4,206,PRAD,TG_ORA,0.3992248062015504
OUYANG_PROSTATE_CANCER_MARKERS,OUYANG_PROSTATE_CANCER_MARKERS,4/2436,21/14741,0.19047619047619,1.15263116740949,0.311419313538533,0.466082074628513,0.999915943571936,0.95055248817732,AMACR/AR/E2F4/INSR,4,219,PRAD,TG_ORA,0.42441860465116277
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN,2/2436,10/14741,0.2,1.21026272577997,0.295932559364949,0.510598438873199,0.999915943571936,0.95055248817732,CLDND1/CAVIN2,2,234,PRAD,TG_ORA,0.45348837209302323
KEGG_PROSTATE_CANCER,KEGG_PROSTATE_CANCER,15/2436,89/14741,0.168539325842697,1.0198843194775,0.083715110591735,0.510991371385891,0.999915943571936,0.95055248817732,AR/CHUK/CREB5/CREBBP/E2F3/EGFR/EP300/INS/PDGFRA/PIK3CG/RELA/SOS1/TCF7/TGFA/MTOR,15,237,PRAD,TG_ORA,0.45930232558139533
KONDO_PROSTATE_CANCER_HCP_WITH_H3K27ME3,KONDO_PROSTATE_CANCER_HCP_WITH_H3K27ME3,16/2436,97/14741,0.164948453608247,0.99815482538554,-0.00811222621564205,0.545842988872816,0.999915943571936,0.95055248817732,ALCAM/EML2/EN2/HNF1B/IGF2BP1/ISLR2/LIMCH1/MAPT/SLC1A2/SMCHD1/ST8SIA1/TAF7/TCF3/TMX1/TRIM36/UQCRQ,16,253,PRAD,TG_ORA,0.49031007751937983
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX3,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX3,1/2436,5/14741,0.2,1.21026272577997,0.209220415688259,0.594757466878608,0.999915943571936,0.95055248817732,CDC27,1,273,PRAD,TG_ORA,0.5290697674418605
LI_PROSTATE_CANCER_EPIGENETIC,LI_PROSTATE_CANCER_EPIGENETIC,5/2436,32/14741,0.15625,0.945517754515599,-0.137272956898546,0.628081997050203,0.999915943571936,0.95055248817732,AR/CDKN2A/HPSE/PXMP4/RASSF1,5,283,PRAD,TG_ORA,0.5484496124031008
YEGNASUBRAMANIAN_PROSTATE_CANCER,YEGNASUBRAMANIAN_PROSTATE_CANCER,21/2436,135/14741,0.155555555555556,0.941315453384419,-0.304769543462389,0.655291307135586,0.999915943571936,0.95055248817732,ABHD2/ADO/AMACR/CENPN/CEP76/ELF5/HOXB13/ID4/KLHL7/KLK2/MCCC2/MYBL1/SLC39A8/SMCHD1/TRIM36/UGT2B11/ZNF780B/PEG3/SPDEF/NEMP1/LYSET,21,294,PRAD,TG_ORA,0.5697674418604651
LIU_VAV3_PROSTATE_CARCINOGENESIS_UP,LIU_VAV3_PROSTATE_CARCINOGENESIS_UP,13/2436,89/14741,0.146067415730337,0.883899743547167,-0.488794490536896,0.729817863141277,0.999915943571936,0.95055248817732,ACTC1/BCL2A1/CTSS/FUS/LILRB3/PITX2/PLAT/PPARG/PSMB9/TGFBR2/TIMP2/TNFSF10/FBLN1,13,341,PRAD,TG_ORA,0.6608527131782945
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_DN,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_DN,1/2436,8/14741,0.125,0.756414203612479,-0.306618203365908,0.764346440263215,0.999915943571936,0.95055248817732,TUBB4A,1,353,PRAD,TG_ORA,0.6841085271317829
LIU_VAV3_PROSTATE_CARCINOGENESIS_DN,LIU_VAV3_PROSTATE_CARCINOGENESIS_DN,2/2436,17/14741,0.117647058823529,0.711919250458804,-0.528776772072926,0.797650851012572,0.999915943571936,0.95055248817732,C1R/GAD2,2,375,PRAD,TG_ORA,0.7267441860465116
WANG_HCP_PROSTATE_CANCER,WANG_HCP_PROSTATE_CANCER,14/2436,106/14741,0.132075471698113,0.799230101930167,-0.92300008808496,0.855229857906074,0.999915943571936,0.95055248817732,AHNAK/ASS1/ATF3/B4GALT1/CEP57/FOSL2/GADD45B/RPL28/SLC39A8/STC2/TFEB/TP53I3/ZNF160/NCOR1,14,414,PRAD,TG_ORA,0.8023255813953488
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP,1/2436,11/14741,0.0909090909090909,0.550119420809076,-0.664108118650481,0.862981112643335,0.999915943571936,0.95055248817732,ACER3,1,418,PRAD,TG_ORA,0.810077519379845
WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT,WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT,8/2436,66/14741,0.121212121212121,0.733492561078768,-0.965470088585227,0.874080311538528,0.999915943571936,0.95055248817732,AP2A2/DBP/DST/JUND/LILRB3/RABGAP1L/SGSH/RPLP2,8,427,PRAD,TG_ORA,0.8275193798449613
