pathway,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,p_value,padj,qvalue,geneID,Count,rank,cancer,method,relative_rank
HOLLERN_EMT_BREAST_TUMOR_DN,HOLLERN_EMT_BREAST_TUMOR_DN,22/3166,123/14741,0.178861788617886,0.832786363239501,-0.973921529963796,0.861888412886654,0.999558866848306,0.951384926703772,ACOT2/C1orf210/CRB3/DDR1/DSP/ELF5/FXYD3/GSDMA/HIP1R/IRF6/MAP7/MYH14/OCLN/PKP3/PLEKHH1/PRSS8/TJP3/TMEM30B/ERBB3/CYSRT1/PATJ/NECTIN4,22,427,BRCA,TG_ORA,0.8180076628352491
NIKOLSKY_BREAST_CANCER_12Q24_AMPLICON,NIKOLSKY_BREAST_CANCER_12Q24_AMPLICON,2/3166,15/14741,0.133333333333333,0.620804379869446,-0.768440491392175,0.864388694269276,0.999558866848306,0.951384926703772,GALNT9/POLE,2,428,BRCA,TG_ORA,0.8199233716475096
FARMER_BREAST_CANCER_CLUSTER_2,FARMER_BREAST_CANCER_CLUSTER_2,5/3166,33/14741,0.151515151515152,0.705459522578916,-0.885867650995686,0.866593157439648,0.999558866848306,0.951384926703772,KIF11/MELK/NCAPG/SLC25A32/KIF15,5,430,BRCA,TG_ORA,0.8237547892720306
VANTVEER_BREAST_CANCER_METASTASIS_UP,VANTVEER_BREAST_CANCER_METASTASIS_UP,7/3166,45/14741,0.155555555555556,0.724271776514354,-0.968794367298855,0.878149115534797,0.999558866848306,0.951384926703772,CIRBP/LETMD1/MYLIP/MYRIP/QDPR/SEC14L2/SPEF1,7,432,BRCA,TG_ORA,0.8275862068965517
CHIN_BREAST_CANCER_COPY_NUMBER_UP,CHIN_BREAST_CANCER_COPY_NUMBER_UP,4/3166,28/14741,0.142857142857143,0.665147549860121,-0.927524897984613,0.880899254979374,0.999558866848306,0.951384926703772,CSE1L/EXT1/NCOA3/THRA,4,434,BRCA,TG_ORA,0.8314176245210728
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN,LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN,20/3166,115/14741,0.173913043478261,0.809744843307973,-1.07118940770404,0.884083383888921,0.999558866848306,0.951384926703772,AR/CCDC125/CEACAM6/CRB3/CYP4Z1/ELL3/FBXL16/FXYD3/HCAR1/LRRC17/MYO5C/P2RY2/REEP5/TOM1L1/ZDHHC11/ZNF552/GATA3/BPIFB1/SPDEF/TESMIN,20,435,BRCA,TG_ORA,0.8333333333333334
NADERI_BREAST_CANCER_PROGNOSIS_UP,NADERI_BREAST_CANCER_PROGNOSIS_UP,8/3166,51/14741,0.156862745098039,0.730358093964054,-1.00880046961684,0.884220372424945,0.999558866848306,0.951384926703772,CENPN/CTPS1/MELK/MLLT1/RACGAP1/SCLT1/TIMELESS/AMH,8,436,BRCA,TG_ORA,0.8352490421455939
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_DN,PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_DN,1/3166,9/14741,0.111111111111111,0.517336983224538,-0.757492120856779,0.886588719685786,0.999558866848306,0.951384926703772,NEMP1,1,437,BRCA,TG_ORA,0.8371647509578544
FINETTI_BREAST_CANCER_KINOME_RED,FINETTI_BREAST_CANCER_KINOME_RED,2/3166,16/14741,0.125,0.582004106127606,-0.874879121257072,0.887828808769898,0.999558866848306,0.951384926703772,MELK/PLK1,2,443,BRCA,TG_ORA,0.8486590038314177
MACLACHLAN_BRCA1_TARGETS_DN,MACLACHLAN_BRCA1_TARGETS_DN,2/3166,16/14741,0.125,0.582004106127606,-0.874879121257072,0.887828808769898,0.999558866848306,0.951384926703772,BAX/COL16A1,2,443,BRCA,TG_ORA,0.8486590038314177
WANG_METHYLATED_IN_BREAST_CANCER,WANG_METHYLATED_IN_BREAST_CANCER,5/3166,35/14741,0.142857142857143,0.665147549860121,-1.03725113705956,0.898435754459805,0.999558866848306,0.951384926703772,CDC25A/FYN/SLC9A1/SMURF2/TNFRSF10B,5,445,BRCA,TG_ORA,0.8524904214559387
SMID_BREAST_CANCER_LUMINAL_A_UP,SMID_BREAST_CANCER_LUMINAL_A_UP,14/3166,85/14741,0.164705882352941,0.766875998662257,-1.12728160592339,0.899328760357329,0.999558866848306,0.951384926703772,ADH1B/CFD/ELOVL2/F13A1/HOXB2/LEPR/LRRC17/MYH11/PNMA2/PPARG/RBP4/RUNX1/STC2/CCN5,14,446,BRCA,TG_ORA,0.8544061302681992
FARMER_BREAST_CANCER_CLUSTER_1,FARMER_BREAST_CANCER_CLUSTER_1,7/3166,48/14741,0.145833333333333,0.679004790482207,-1.16495091728797,0.91557389050062,0.999558866848306,0.951384926703772,CD38/CYTIP/FKBP11/OAS3/GMFG/HERC6/CD3D,7,454,BRCA,TG_ORA,0.8697318007662835
BAE_BRCA1_TARGETS_UP,BAE_BRCA1_TARGETS_UP,11/3166,71/14741,0.154929577464789,0.721357201960976,-1.23085143731124,0.920167188512423,0.999558866848306,0.951384926703772,BCL7B/JUND/LSS/NET1/PRDX2/TAX1BP1/MTMR11/IFRD1/SORL1/H2BC5/SEM1,11,456,BRCA,TG_ORA,0.8735632183908046
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP,PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP,8/3166,55/14741,0.145454545454545,0.677241141675759,-1.25415568345334,0.92776893244444,0.999558866848306,0.951384926703772,BLM/CAD/CEP57/DEK/HMGN4/ILF3/SKP2/TTF2,8,458,BRCA,TG_ORA,0.8773946360153256
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN,SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN,5/3166,38/14741,0.131578947368421,0.612635901186953,-1.2504084053681,0.933790048087607,0.999558866848306,0.951384926703772,ADH1B/COMP/PPP1R1A/SLC1A1/TBC1D19,5,462,BRCA,TG_ORA,0.8850574712643678
FARMER_BREAST_CANCER_CLUSTER_4,FARMER_BREAST_CANCER_CLUSTER_4,2/3166,19/14741,0.105263157894737,0.490108720949563,-1.16309362414054,0.937446964654655,0.999558866848306,0.951384926703772,FBN1/AEBP1,2,463,BRCA,TG_ORA,0.8869731800766284
FINAK_BREAST_CANCER_SDPP_SIGNATURE,FINAK_BREAST_CANCER_SDPP_SIGNATURE,3/3166,26/14741,0.115384615384615,0.537234559502405,-1.23512569351948,0.939799723600598,0.999558866848306,0.951384926703772,ADM/FAXC/GIMAP5,3,464,BRCA,TG_ORA,0.8888888888888888
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN,TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN,11/3166,74/14741,0.148648648648649,0.692112991070666,-1.3886099588181,0.942440496977902,0.999558866848306,0.951384926703772,BTN3A3/CAP2/COMP/FBN1/RAB26/TYMS/VCAN/FNDC1/AEBP1/POSTN/NACA,11,465,BRCA,TG_ORA,0.8908045977011494
ONGUSAHA_BRCA1_TARGETS_UP,ONGUSAHA_BRCA1_TARGETS_UP,1/3166,13/14741,0.0769230769230769,0.358156373001604,-1.21080085495787,0.956918210115844,0.999558866848306,0.951384926703772,RBP4,1,474,BRCA,TG_ORA,0.9080459770114943
DOANE_BREAST_CANCER_CLASSES_UP,DOANE_BREAST_CANCER_CLASSES_UP,10/3166,72/14741,0.138888888888889,0.646671229030673,-1.57176890924007,0.962727776835978,0.999558866848306,0.951384926703772,ABCC6/ALCAM/AR/CEACAM6/CIRBP/MLPH/PRLR/REEP5/RHOB/SPDEF,10,479,BRCA,TG_ORA,0.9176245210727969
LANDIS_BREAST_CANCER_PROGRESSION_DN,LANDIS_BREAST_CANCER_PROGRESSION_DN,10/3166,72/14741,0.138888888888889,0.646671229030673,-1.57176890924007,0.962727776835978,0.999558866848306,0.951384926703772,AHNAK/BNIP2/GHR/NRP1/QKI/SULT1A1/DPEP1/CCDC80/CLEC3B/GAS6,10,479,BRCA,TG_ORA,0.9176245210727969
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP,TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP,9/3166,68/14741,0.132352941176471,0.616239641782171,-1.65881825330791,0.970591032727279,0.999558866848306,0.951384926703772,COMP/DOCK1/FBN1/SMCHD1/SSR1/VCAN/FNDC1/AEBP1/POSTN,9,484,BRCA,TG_ORA,0.9272030651340997
CLIMENT_BREAST_CANCER_COPY_NUMBER_UP,CLIMENT_BREAST_CANCER_COPY_NUMBER_UP,2/3166,23/14741,0.0869565217391304,0.404872421653987,-1.49380287835076,0.972053944042316,0.999558866848306,0.951384926703772,EXT1/MTSS1,2,486,BRCA,TG_ORA,0.9310344827586207
FINETTI_BREAST_CANCER_KINOME_GREEN,FINETTI_BREAST_CANCER_KINOME_GREEN,1/3166,16/14741,0.0625,0.291002053063803,-1.48395596674921,0.979158110926129,0.999558866848306,0.951384926703772,STK17B,1,492,BRCA,TG_ORA,0.9425287356321839
SMID_BREAST_CANCER_LUMINAL_B_DN,SMID_BREAST_CANCER_LUMINAL_B_DN,105/3166,586/14741,0.17918088737201401,0.8342720975208,-2.14108151550898,0.987130919184234,0.999558866848306,0.951384926703772,ABCC4/ADD2/ADH1B/ADM/ASS1/BAG2/BCL2A1/BTN3A2/C1S/CA9/CALML5/CAV2/CCL18/CCR7/CD38/CD3G/CDKN2A/CH25H/CHAC1/CHST3/CLIC4/CRYAB/CTSC/CYTIP/DLK1/DLX5/DNM3/DST/EDN1/EGFR/ELF5/FAS/FOXC1/FYN/GABBR1/GABRP/GAD2/GIMAP5/GPM6B/GPR183/GZMH/HLA-DOB/ID4/IGF2BP2/IL12RB2/IL33/IL7R/IMPA2/KCNK5/LDHB/LEPR/LMO4/LY9/MAP1B/MET/MICAL3/MID1/MT1F/MYH11/NCF1/NFIB/NINJ2/NNMT/NPR3/NUP93/PADI2/PDGFRA/PDZK1IP1/PKP1/PLA2G4A/PLCH1/PML/PPP1R1A/PRKD3/PRKX/PTGER4/PTGIS/PTK7/PTP4A3/RAB23/RBP4/S100A1/SIT1/SOD2/SPIB/SRD5A1/ST8SIA1/SV2B/SYNGR1/TM4SF1/TNFRSF11B/UGT8/VCAM1/VCAN/IL27RA/IL21R/IDO1/CCL5/ANGPTL4/TAGLN/CHI3L2/CD3D/RIPOR2/PALS2/HACD1,105,498,BRCA,TG_ORA,0.9540229885057471
SMID_BREAST_CANCER_LUMINAL_A_DN,SMID_BREAST_CANCER_LUMINAL_A_DN,1/3166,18/14741,0.0555555555555556,0.258668491612269,-1.64586516254553,0.987157223586486,0.999558866848306,0.951384926703772,CENPN,1,499,BRCA,TG_ORA,0.9559386973180076
LANDIS_ERBB2_BREAST_TUMORS_324_DN,LANDIS_ERBB2_BREAST_TUMORS_324_DN,22/3166,151/14741,0.145695364238411,0.678362401844097,-2.07764496198516,0.988159152765558,0.999558866848306,0.951384926703772,AHNAK/BNIP2/CD151/CDC34/CYB5B/GHR/MKNK2/NDUFAB1/NET1/NRP1/PHLDB1/QKI/SULT1A1/ZNF703/DPEP1/CCDC80/NPC2/NKIRAS1/CLEC3B/GAS6/POSTN/CAVIN2,22,501,BRCA,TG_ORA,0.9597701149425287
HOLLERN_SQUAMOUS_BREAST_TUMOR,HOLLERN_SQUAMOUS_BREAST_TUMOR,26/3166,174/14741,0.149425287356322,0.695729046405414,-2.11151298635973,0.988837769464046,0.999558866848306,0.951384926703772,APCDD1/AQP3/AXIN2/CALML5/CDSN/CTPS1/CUX1/DST/GJB6/GSDMA/HOXC13/IL24/KRT33B/KRTAP3-3/LY6G6C/NFE2L3/PTCH2/S100A14/SCEL/SERPINB9/TCF7/ZNF703/RASL11B/CRYM/KRT35/CYSRT1,26,502,BRCA,TG_ORA,0.9616858237547893
NIKOLSKY_BREAST_CANCER_11Q12_Q14_AMPLICON,NIKOLSKY_BREAST_CANCER_11Q12_Q14_AMPLICON,23/3166,158/14741,0.145569620253165,0.677776933718224,-2.1296362413319,0.989689753745456,0.999558866848306,0.951384926703772,ACER3/CPSF7/GAB2/KCNE3/KCTD21/MRPL11/NPAS4/PELI3/RAB1B/RBM14/SDHAF2/SLC29A2/SPCS2/SYT7/SYTL2/TMEM151A/TSKU/USP35/ZDHHC24/RSF1/VPS37C/RIN1/TESMIN,23,503,BRCA,TG_ORA,0.9636015325670498
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP,LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP,1/3166,19/14741,0.0526315789473684,0.245054360474781,-1.72207781537214,0.989918904638254,0.999558866848306,0.951384926703772,SKP1,1,504,BRCA,TG_ORA,0.9655172413793104
SMID_BREAST_CANCER_NORMAL_LIKE_UP,SMID_BREAST_CANCER_NORMAL_LIKE_UP,84/3166,483/14741,0.173913043478261,0.809744843307973,-2.22343477646579,0.990011403102762,0.999558866848306,0.951384926703772,ABLIM1/ACACB/ADARB1/ADH1B/ANGPT2/AOC3/APLNR/BTN3A2/BTN3A3/C1R/C1S/CASP10/CCR7/CD38/CD3G/CD72/CH25H/CHRNB2/CRYAB/CTSC/CXCR5/CYTIP/DLK1/DOCK10/DST/F10/F13A1/FLT3LG/FYN/GIMAP5/GIT2/GPR183/HGF/HLA-DOB/ID4/IL33/IL7R/ITGAL/KCND3/LAMC3/LDHB/LEPR/LY9/MATK/MBP/MEF2C/MET/MYH11/NCF1/NRXN1/PAX5/PDGFRA/POU6F1/PPP2R1B/PTGER4/RGS5/RNF125/SIT1/SLC12A4/SPIB/ST3GAL2/VAMP1/VCAM1/ZBP1/ZBTB20/IL27RA/IL21R/MEOX1/LAT/CELF2/PDE2A/CCL5/CCDC69/CNN1/APOBEC3G/GMFG/THEMIS2/CLEC3B/CD3D/RUNX1T1/FCMR/RIPOR2/ARHGAP45/SELENOP,84,505,BRCA,TG_ORA,0.9674329501915708
LANDIS_ERBB2_BREAST_TUMORS_65_DN,LANDIS_ERBB2_BREAST_TUMORS_65_DN,3/3166,39/14741,0.0769230769230769,0.358156373001604,-2.09902216610295,0.994654645933496,0.999558866848306,0.951384926703772,NRP1/PHLDB1/CAVIN2,3,512,BRCA,TG_ORA,0.9808429118773946
POOLA_INVASIVE_BREAST_CANCER_UP,POOLA_INVASIVE_BREAST_CANCER_UP,46/3166,292/14741,0.157534246575342,0.733484626900544,-2.40568351593433,0.9947182678964,0.999558866848306,0.951384926703772,ABCC4/ADCY7/AHI1/BCL2A1/BIRC5/BLM/CALU/CCL18/CCR7/CD38/CDKN3/CEACAM5/CEACAM6/CH25H/CPPED1/CTSC/CTSS/CYTIP/FKBP11/GAB2/GINS1/GPR183/GREM1/HLA-DMB/KIF11/KIF2C/MELK/NCAPG/NET1/NPL/OIP5/RGS4/STK17B/TK1/TPK1/TRIP13/TYMS/VCAM1/VCAN/ITGB2/KIF15/THEMIS2/CD3D/ADGRE2/FCMR/PCLAF,46,513,BRCA,TG_ORA,0.9827586206896551
NIKOLSKY_BREAST_CANCER_8Q12_Q22_AMPLICON,NIKOLSKY_BREAST_CANCER_8Q12_Q22_AMPLICON,17/3166,132/14741,0.128787878787879,0.599640594192079,-2.41640905374224,0.996096747193807,0.999558866848306,0.951384926703772,ASPH/ATP6V1C1/JPH1/PABPC1/POLR2K/SLC25A32/TP53INP1/TSPYL5/UBE2W/VPS13B/ZFAND1/ZNF706/ZFHX4/GDAP1/RUNX1T1/ELOC/PIP4P2,17,515,BRCA,TG_ORA,0.9865900383141762
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN,LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN,5/3166,57/14741,0.087719298245614,0.408423934124636,-2.34028921915108,0.996995097282933,0.999558866848306,0.951384926703772,GHR/MKNK2/NDUFAB1/ZNF703/NPC2,5,516,BRCA,TG_ORA,0.9885057471264368
NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON,NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON,20/3166,157/14741,0.127388535031847,0.593125203696923,-2.68050106460728,0.99833556522488,0.999558866848306,0.951384926703772,ARHGAP39/COLEC10/DENND3/EIF3H/EXT1/MTSS1/NDUFB9/NUDCD1/PTP4A3/RHPN1/SHARPIN/SLC45A4/TNFRSF11B/ZNF517/ZNF696/ZNF707/ZC3H3/SNTB1/PKHD1L1/ZFTRAF1,20,519,BRCA,TG_ORA,0.9942528735632183
NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON,NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON,50/3166,334/14741,0.149700598802395,0.697010905542043,-2.9292547959126,0.999074791846597,0.999558866848306,0.951384926703772,AFMID/AXIN2/BIRC5/BRIP1/CDC42EP4/COG1/CYTH1/DDX5/EXOC7/FADS6/FOXJ1/HEATR6/HOXB13/HOXB2/HOXB5/IGF2BP1/MAP3K3/NXPH3/PPM1D/PRR11/RNF157/RNFT1/RPS6KB1/RPTOR/SDK2/SKA2/SKAP1/SMURF2/SOCS3/SSTR2/TBX4/TIMP2/TK1/TMC6/TNRC6C/TOM1L1/TUBD1/USH1G/USP36/VMP1/ZNF652/STXBP4/CEP95/PGS1/INTS2/C1QTNF1/VCF1/JPT1/SEPTIN4/TMEM94,50,520,BRCA,TG_ORA,0.9961685823754789
NIKOLSKY_BREAST_CANCER_20Q12_Q13_AMPLICON,NIKOLSKY_BREAST_CANCER_20Q12_Q13_AMPLICON,17/3166,149/14741,0.114093959731544,0.531225224384929,-3.00776329744347,0.999558866848306,0.999558866848306,0.951384926703772,ATP9A/DIDO1/GNAS/LSM14B/MTG2/PARD6B/PCK1/RAB22A/RBM38/RBPJL/SS18L1/STX16/VAPB/ZBP1/NCOA3/LAMA5/PEDS1,17,522,BRCA,TG_ORA,1
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP,PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP,40/2800,196/14741,0.204081632653061,1.07441690962099,0.507867254404753,0.33312012844853,0.931863372494946,0.883380594636449,B4GALT4/BHLHE40/BRIP1/CASK/CDCA7/CDKN2A/CDKN2B/CEP152/DIP2A/DR1/ENOSF1/ERMP1/GINS1/GOLGA8A/GSPT1/INTS7/KNTC1/MECOM/OCLN/PARD6B/PMAIP1/PRKX/PRPS2/PSIP1/RBBP4/SCML1/SF3B1/SPICE1/SS18L1/TMEM30B/WDHD1/XK/PER3/NR1D2/KIF15/NUP210/ETS2/LNPK/MAP3K21/NSD3,40,183,CESC,TG_ORA,0.34990439770554493
HP_CERVICAL_NEOPLASM,HP_CERVICAL_NEOPLASM,2/2800,7/14741,0.285714285714286,1.50418367346939,0.646077882242162,0.395464854990741,0.955470515932307,0.905759510927074,FGFR3/STK11,2,211,CESC,TG_ORA,0.40344168260038243
ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER,ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER,24/2800,140/14741,0.17142857142857101,0.902510204081633,-0.561227944129695,0.744429206112105,0.999994840290354,0.947967333756178,ACACA/BIRC5/BRCA1/CDKN2A/CELSR3/CENPM/DBF4/GINS1/GMNN/KIF11/KIF2C/LSM4/MELK/NCAPG/OIP5/POLA2/RPA3/TRIP13/TYMS/ZWINT/KIF15/PLK1/ASPM/PCLAF,24,354,CESC,TG_ORA,0.6768642447418738
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN,PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN,2/2800,29/14741,0.0689655172413793,0.36307881773399,-1.66247928158525,0.982738475385894,0.999994840290354,0.947967333756178,CDSN/FEZ1,2,503,CESC,TG_ORA,0.9617590822179732
LOPES_METHYLATED_IN_COLON_CANCER_DN,LOPES_METHYLATED_IN_COLON_CANCER_DN,15/3336,28/14741,0.535714285714286,2.36719552929085,3.91627468829598,3.5664753144049e-4,0.0234049942507823,0.0224312526353363,BDNF/CDKN2A/EBF3/ERCC1/GRIN2B/MSH6/PITX2/RPA3/SMAD6/TERT/TFAP2A/TP73/TSHR/GATA3/THRB,15,8,COAD,TG_ORA,0.015238095238095238
HP_COLON_CANCER,HP_COLON_CANCER,15/3336,40/14741,0.375,1.6570368705036,2.25040361121757,0.0239551310621836,0.394061385806998,0.377666851961394,AXIN2/BRCA1/C1S/CDKN2A/CEP57/CHEK2/MSH3/MSH6/MUTYH/PALB2/RPS19/TGFBR2/TP53/TRIP13/NTHL1,15,31,COAD,TG_ORA,0.05904761904761905
HP_NEOPLASM_OF_THE_COLON,HP_NEOPLASM_OF_THE_COLON,26/3336,82/14741,0.317073170731707,1.40107182546646,1.9696589164473,0.0366554981877009,0.447538059268441,0.42891868136404,ATM/AXIN2/BLM/BRCA1/C1S/CDKN2A/CEP57/CHEK2/HEATR3/MSH3/MSH6/MUTYH/PALB2/PDGFRA/RPL11/RPL15/RPL26/RPL5/RPL9/RPS19/SDHA/STK11/TGFBR2/TP53/TRIP13/NTHL1,26,43,COAD,TG_ORA,0.08190476190476191
SOGA_COLORECTAL_CANCER_MYC_UP,SOGA_COLORECTAL_CANCER_MYC_UP,25/3336,82/14741,0.304878048780488,1.3471844475639,1.70501865096296,0.061344692282315,0.535920311540944,0.51362387752696,ADSL/AHCY/ALDH1B1/CAD/CTPS1/LDHB/NUDT5/PAICS/PFAS/PFKM/POLA2/POLD2/POLR1B/POLR1D/POLR1E/POLR2D/POLR3H/PRPS2/RRM1/SLC12A9/SLC19A1/TYMS/UMPS/SLC4A2/IMPDH1,25,59,COAD,TG_ORA,0.11238095238095239
WEBER_METHYLATED_IN_COLON_CANCER,WEBER_METHYLATED_IN_COLON_CANCER,7/3336,18/14741,0.388888888888889,1.71840860644817,1.64939145746054,0.0905427233083984,0.62292866672454,0.597012336229233,DAP/PAX6/SIAH3/ZNF566/ZNF677/GATA3/ADAM12,7,75,COAD,TG_ORA,0.14285714285714285
GRADE_COLON_AND_RECTAL_CANCER_DN,GRADE_COLON_AND_RECTAL_CANCER_DN,29/3336,102/14741,0.284313725490196,1.25631553580665,1.40486123469954,0.10124371164078701,0.62292866672454,0.597012336229233,ADAMTSL4/C2orf88/CACNA2D2/CCDC71/CD28/CFD/DAP/FAN1/GNA11/GTF3C4/LRFN1/MEF2D/NAT8L/NAV1/PRRT2/SIX1/SLC30A6/SMIM14/SNCA/SPIN4/TYRP1/UBAP1/XPNPEP3/ZBTB4/ZNF135/ZNF787/TOX2/GREB1/CDK12,29,85,COAD,TG_ORA,0.1619047619047619
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,21/3336,73/14741,0.287671232876712,1.27115157189317,1.25603639514633,0.133203771246548,0.626987289119547,0.60090210365743,APC2/AXIN2/BAX/BIRC5/CASP3/CSNK1A1/DCC/DDB2/EXOC2/GADD45B/MAPK9/MSH3/MSH6/NTN1/PMAIP1/TBK1/TCF7/TGFBR1/TGFBR2/TP53/APPL1,21,108,COAD,TG_ORA,0.2057142857142857
GRADE_COLON_AND_RECTAL_CANCER_UP,GRADE_COLON_AND_RECTAL_CANCER_UP,73/3336,290/14741,0.251724137931034,1.11230980732655,1.04467655580833,0.164858654300764,0.685787648739562,0.657256132526338,ABCB8/ABCF1/AHCY/BPHL/CCT5/CDC25B/CDC6/CDCA7/DEF8/DHX8/EEF1E1/EIF4A1/EMC8/EPHB2/EXOC2/FBXO11/FXYD5/GCSH/GTPBP10/HILPDA/HOXB5/IFITM1/INTS7/KNTC1/LDHB/MBTPS2/MELK/METTL2B/MLST8/MTHFD1/NIP7/NQO2/NSMCE2/OLA1/PA2G4/PDCD6/PDK3/PLK1/POFUT1/POLD2/POLR1D/POLR2D/PPIA/PSMA1/RRM1/RTKN/S100A14/SAP18/SH3GL1/SHISA5/SNRPB/SOD2/SPATA13/SRP72/SYAP1/TALDO1/TCF7/TIMELESS/TRUB2/ZDHHC9/ZFAND1/USP9X/ETS2/POLQ/NOB1/IFRD1/MDC1/CD44/ZNG1B/ADGRG1/MACROH2A1/KARS1/TARS1,73,124,COAD,TG_ORA,0.2361904761904762
GRADE_COLON_VS_RECTAL_CANCER_DN,GRADE_COLON_VS_RECTAL_CANCER_DN,15/3336,56/14741,0.267857142857143,1.18359776464543,0.744455161349167,0.273185003131093,0.839138757742343,0.804227220452812,ALDH1L1/AP5Z1/BICD1/CPSF7/DCLK1/EPB41L3/LMNB2/PHLDB1/POLL/SLC30A1/TCF3/THBS3/VPS26B/ANAPC5/MPI,15,169,COAD,TG_ORA,0.3219047619047619
KOINUMA_COLON_CANCER_MSI_UP,KOINUMA_COLON_CANCER_MSI_UP,5/3336,16/14741,0.3125,1.380864058753,0.824359123452881,0.286379422714064,0.839138757742343,0.804227220452812,FBXL16/HLA-DMB/NCAPG/PSMB5/TYMS,5,175,COAD,TG_ORA,0.3333333333333333
KEGG_COLORECTAL_CANCER,KEGG_COLORECTAL_CANCER,16/3336,62/14741,0.258064516129032,1.1403264485186,0.598826845179069,0.319746759188569,0.907389451751343,0.869638411904044,APC2/AXIN2/BAX/BIRC5/CASP3/DCC/MAPK9/MSH3/MSH6/PIK3CG/TCF7/TGFBR1/TGFBR2/TP53/APPL1/PIK3CB,16,185,COAD,TG_ORA,0.3523809523809524
CAMPS_COLON_CANCER_COPY_NUMBER_UP,CAMPS_COLON_CANCER_COPY_NUMBER_UP,23/3336,93/14741,0.247311827956989,1.092812846497,0.485595349526694,0.351776612226035,0.938025096891014,0.8989994913562,ANKRD10/APC2/CERS1/DAZAP1/DIRAS1/FBXO3/FSTL3/GPALPP1/HAP1/KAZN/KRT33B/LCN10/LLGL1/MAPKAPK5/MIEF2/MPRIP/MSI2/MYO15A/PTPRD/RASD1/RPS15/BRSK2/KRT35,23,196,COAD,TG_ORA,0.37333333333333335
WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,24/3336,98/14741,0.244897959183673,1.08214652767582,0.441266883233993,0.367107500711578,0.968499687806927,0.928206217086137,APC2/ATF3/AXIN2/CSNK1A1/CSNK2A1/CSNK2A2/CTBP1/DVL1/FOSL1/FRAT1/FZD2/FZD3/FZD8/KREMEN1/NKD2/NLK/TCF3/TCF7/TFAP2A/WNT2B/WNT7B/CCND3/CTNNBIP1/MACROH2A2,24,199,COAD,TG_ORA,0.379047619047619
LAIHO_COLORECTAL_CANCER_SERRATED_DN,LAIHO_COLORECTAL_CANCER_SERRATED_DN,20/3336,85/14741,0.235294117647059,1.03970940894343,0.198568006356855,0.463350111060639,0.999951589250127,0.958349593306387,ADD1/CPNE1/EPHB2/GFOD1/GTF2IRD1/HOXB5/INPP5D/KHSRP/MTA1/PIGL/PRRC2A/RAB15/RPL37A/STX16/ZNF652/ATN1/ETS2/ASXL1/DLGAP4/ERBB3,20,235,COAD,TG_ORA,0.44761904761904764
HP_ADENOCARCINOMA_OF_THE_COLON,HP_ADENOCARCINOMA_OF_THE_COLON,8/3336,35/14741,0.228571428571429,1.01000342583076,0.0320442134351482,0.552970576010453,0.999951589250127,0.958349593306387,HEATR3/MUTYH/RPL11/RPL15/RPL26/RPL5/RPL9/RPS19,8,267,COAD,TG_ORA,0.5085714285714286
KOINUMA_COLON_CANCER_MSI_DN,KOINUMA_COLON_CANCER_MSI_DN,2/3336,8/14741,0.25,1.1046912470024,0.160185754006495,0.571212545595365,0.999951589250127,0.958349593306387,AXIN2/EMP1,2,278,COAD,TG_ORA,0.5295238095238095
