"cancer","seed","sd","range","IQR","MAD","pathway","method","n_enrich","n_pathway","time","positive_rate"
"BLCA",67,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_Score",1,16,3.47399999999999,0.0625
"BLCA",67,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_2Ddist",0,16,3.85599999999999,0
"BLCA",67,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_Topology",1,16,93.747,0.0625
"BLCA",78,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_Score",0,16,2.66999999999999,0
"BLCA",78,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_2Ddist",0,16,3.179,0
"BLCA",78,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_Topology",1,16,88.397,0.0625
"BLCA",89,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_Score",0,16,2.797,0
"BLCA",89,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_2Ddist",1,16,3.24199999999999,0.0625
"BLCA",89,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_Topology",0,16,80.748,0
"BLCA",90,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_Score",1,16,2.851,0.0625
"BLCA",90,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_2Ddist",0,16,3.20799999999997,0
"BLCA",90,0.0645587723237363,1.22067970157726,0.0548319271619717,0.0406423297153422,"TN","Edge_Topology",1,16,79.771,0.0625
